CORPORATE_IDENTIFICATION_NUMBER,DATE_OF_REGISTRATION,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,REGISTERED_STATE,REGISTRAR_OF_COMPANIES,PRINCIPAL_BUSINESS_ACTIVITY,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U00019KA1995PTC018123,23-06-1995,KHEMKA BLOOMING FIELD PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,NO 28 III CROSS HANUMANTHAPALAYOUT SULTANPALYA RT NAGAR . BANGALORE Karnataka INDIA 560032,Indian Non-Government Company
U00019KA1995PTC018552,16-08-1995,BLOSSOM FARMS AND RESORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","60,000.00",Karnataka,RoC-Bangalore,NA,NO 665 DEVIPRASAD 11TH MAIN5TH BLOCK JAYANAGAR BANGALORE Karnataka INDIA 560041,Indian Non-Government Company
U00019KA1995PTC019197,16-11-1995,JYOTHI HI-TECH FLORAL PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","2,200.00",Karnataka,RoC-Bangalore,NA,KANTEERWA STUDIO MAIN ROADNARASIMHARAJA LAY OUT BANGALORE-92 Karnataka INDIA,Indian Non-Government Company
U00019KA1995PTC019285,30-11-1995,RAJARATNA ULTRA RESORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","500,000.00",Karnataka,RoC-Bangalore,NA,"114,6TH CVROSS,6TH BLOCKKORAMANGALA BANGALORE-34 Karnataka INDIA",Indian Non-Government Company
U00019KA1995PTC019348,7-12-1995,KANVA PLANTATIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",300,Karnataka,RoC-Bangalore,NA,"2128,III MAIN,VIJAYANAGARII STAGE,BANGALORE-40 II STAGE,BANGALORE-40 Karnataka INDIA",Indian Non-Government Company
U00019KA1995PTC019383,13-12-1995,SNEHA TEAK PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,"NO.95,CHANNAKESHAVA TEMPLESTREET,RUDLAPATNA,HASSAN DISTRICT. Karnataka INDIA",Indian Non-Government Company
U00019KA1995PTC019390,14-12-1995,KODAI VALLEY FARMS ANDPLANTATIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","4,000.00",Karnataka,RoC-Bangalore,NA,"HITANEDA-II,I FLOOR48,LAVALLE ROAD BANGALORE-1 Karnataka INDIA",Indian Non-Government Company
U00019KA1995PTC019399,15-12-1995,TEJASVI SAI ORCHARDS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00",200,Karnataka,RoC-Bangalore,NA,"1-4-1177/329.,MANTHARALAYA ROAD RAICHUR Karnataka INDIA 584101",Indian Non-Government Company
U00019KA1996PLC019754,05-02-1996,GREEN ACRES HARVESTS AND EXPORTS LIMITED,STRIKE OFF,Public,Company Limited by Shares,"1,500,000.00","70,000.00",Karnataka,RoC-Bangalore,NA,"NO3,VILLA DELMAR,1/1&2/2,AMBLIPURA VILLAGE,NEAR BELANDUR GATE,SARJAPUR ROAD, Karnataka INDIA",Indian Non-Government Company
U00019KA1996PLC021198,26-09-1996,PRIME BANCASSURANCE LIMITED,STRIKE OFF,Public,Company Limited by Shares,"5,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"3/1, DR. SHARMA BUILDING,GANGADHAR CHETTY ROAD, ULSOOR, BANGALORE-42 ULSOOR, BANGALORE-42 Karnataka INDIA",Indian Non-Government Company
U00019KA1996PLC021263,10-10-1996,DEEPLAXMI GREEN PLANTATIONS LIMITED,STRIKE OFF,Public,Company Limited by Shares,"1,000,000.00","205,000.00",Karnataka,RoC-Bangalore,NA,"MALLANAD TARADERS BUILDING,OPP:VINAYAK THEATRE B.H. ROAD, SHIMOGA SHIMOGA Karnataka INDIA 577201",Indian Non-Government Company
U00019KA1996PLC021559,27-12-1996,CIRCLE GREEN FARMS AND PRODUCE LIMITED,DORMANT,Public,Company Limited by Shares,"20,000,000.00","7,000.00",Karnataka,RoC-Bangalore,NA,"NO.814, 10TH MAIN, 3RD BLOCK,KORAMANGALA BANGALORE-34. BANGALORE Karnataka INDIA",Indian Non-Government Company
U00019KA1996PTC019629,19-01-1996,TROPICAL BIO-TECH PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",200,Karnataka,RoC-Bangalore,NA,NO.14 2ND FLOOR KOSHY'SCOMPLEX BRIGADE ROAD BANGALORE. Karnataka INDIA,Indian Non-Government Company
U00019KA1996PTC019642,19-01-1996,VN FLOROTECH PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,000,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"DODASEGGERE, KORATAGERE TALUK,TUMKUR DISTT. TUMKUR DISTT. Karnataka INDIA",Indian Non-Government Company
U00019KA1996PTC020045,13-03-1996,SPECTRUM FLORITECH PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","4,000.00",Karnataka,RoC-Bangalore,NA,"292/B, 7TH MAIN, 4TH BLOCK,JAYNAGAR BANGALORE-560 011, KARNATAKA Karnataka INDIA",Indian Non-Government Company
U00019KA1996PTC020058,14-03-1996,KANIVE FARMS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"200,000.00","60,000.00",Karnataka,RoC-Bangalore,NA,"NO.344, 8TH MAIN ,MILK COLONYBANGALORE-55 BANGALORE-55 Karnataka INDIA",Indian Non-Government Company
U00019KA1996PTC021025,23-08-1996,PANAWASU BONSAI PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"NO.515, 'HARE KRISHNA', 20THMAIN, 4TH 'T' MAIN, JAYANAGAR, BANGALORE BANGALORE Karnataka INDIA 560041",Indian Non-Government Company
U00019KA1996PTC021122,09-09-1996,MYSORE TEAK WOOD PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO.1574, EAST END MAIN,II FLOOR, 9TH BLOCK JAYANAGAR BANGALORE-69 BANGALORE-69 Karnataka INDIA",Indian Non-Government Company
U00019KA1996PTC021377,11-11-1996,SPRING VALLEY PLANTATIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",200,Karnataka,RoC-Bangalore,NA,BITARGALA VIRAJPET Bangalore Karnataka INDIA,Indian Non-Government Company
U00019KA1996PTC021436,27-11-1996,SEERANJ GARDENS INDIA PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","5,000.00",Karnataka,RoC-Bangalore,NA,"NO.144, KHB COLONY, 5TH CROSS,5TH BLOCK KORAMANGALA, BANGALORE BANGALORE Karnataka INDIA",Indian Non-Government Company
U00019KA1996PTC021572,30-12-1996,SAYAG AGRO TECHNOLOGY PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00",20,Karnataka,RoC-Bangalore,NA,"16/8, BINNY CRESCENT,BENSON CROSS ROAD, BANGALORE-46 BANGALORE Karnataka INDIA 560046",Indian Non-Government Company
U00019KA1997PLC022200,02-05-1997,KALPALATHA AGRO-TECH LIMITED,DORMANT,Public,Company Limited by Shares,"200,000.00","70,000.00",Karnataka,RoC-Bangalore,NA,"10,MAHILA SMAJ COMPLEXMAHILA SAMAJ ROAD DAVANGERE DAVANGERE Karnataka INDIA 577002",Indian Non-Government Company
U00019KA1997PTC021589,01-01-1997,SRI KALKI PLANTATIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"618,12TH MAIN,3RD BLOCKRAJAJINAGAR,BANGALORE-10 BANGALORE Karnataka INDIA 560010",Indian Non-Government Company
U00019KA1997PTC021763,06-02-1997,BENAKA PLANTATIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"665,DEVIPRASAD,11TH B,MAIN V BLOCK,JAYANAGAR BANGALORE-41 BANGALORE-41 Karnataka INDIA",Indian Non-Government Company
U00019KA1997PTC021816,14-02-1997,SUN GLOBAL PLANTATIONS AND FARMS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"5,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"190/1,4TH FLOOR,KOTA COMPLEXBRIGADE ROAD BANGALORE-1 BRIGADE ROAD,BANGALORE-1 Karnataka INDIA",Indian Non-Government Company
U00019KA1997PTC021825,17-02-1997,SHRI VAISHNAVI PHYTOCHEM PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"PRAVEENA NILAYAM,654I FLOOR,I.D BLOCK,II STAGE RAJAJINAGAR,BANGALORE-10 BANGALORE Karnataka INDIA",Indian Non-Government Company
U00019KA1997PTC021868,26-02-1997,VIGVARA FLORI PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"195,BAGYALAKSHMI NILAYAANJANEYA TEMPLE ROAD MULBAGAL 563 131 Karnataka INDIA",Indian Non-Government Company
U00019KA1997PTC022188,30-04-1997,VIJAYALAXMI PLANTATIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"PLOT NO.4741,NEAR SINDOOR HOSPITAL UNKAL-HOSUR BYE PSASS ROA D,VIDYANAGAR,HUBLI 580 031 Karnataka INDIA",Indian Non-Government Company
U00020KA1985PTC006935,24-05-1985,SUDARSHAN AGRO FEEDS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"300,000.00",NA,Karnataka,RoC-Bangalore,NA,"9150, SHA DANJI BLADGS.,NEELIJIN ROAD, HUBLI-29 NEELIJIN ROAD, HUBLI-29 Karnataka INDIA",Indian Non-Government Company
U00020KA1988PTC008883,02-02-1988,RAJU AND RAJU POULTRY FARMS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00","45,000.00",Karnataka,RoC-Bangalore,NA,NO.79/B II FLOOR 9TH `A`MAINROAD 4TH BLOCK JAYANAGAR BANGALORE-11 BANGALORE Karnataka INDIA,Indian Non-Government Company
U00020KA1988PTC008893,08-02-1988,DHARANIKOTA FEED MILLS PRIVATE LIMITED COWPNO9892,UNDER LIQUIDATION,Private,Company Limited by Shares,"200,000.00",40,Karnataka,RoC-Bangalore,NA,NO.115 /35 8TH CROSSWILSONGARDEN BANGALORE-27. C/O. O.L. B'LORE. official liquidatorbangalore Karnataka INDIA,Indian Non-Government Company
U00020KA1995PTC018040,15-06-1995,HIGHCLERE LIVESTOCKS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,203 CENTRE POINT 56 RESIDENCY ROAD BANGALORE Karnataka INDIA 560025,Indian Non-Government Company
U00025KA1988PTC009399,30-08-1988,BANGALORE BASIK BREEDERS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"5,000,000.00",200,Karnataka,RoC-Bangalore,NA,"NO.5, SRIRAGHAVENDRACOMPLEX,IST MAIN ROAD K P N, EXTENSION,BANGALORE-560002. BANGALORE Karnataka INDIA 560002",Indian Non-Government Company
U00025KA1993PTC014543,19-07-1993,GOLDHEN FARMS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"101,5TH MAIN,JAYAMAHAL EXTENSION BANGALORE Karnataka INDIA",Indian Non-Government Company
U00025KA1994PLC015115,12-01-1994,SHRI RAGHAVENDRA FARMS FEEDS AND HATCHERIES LIMITED,DORMANT,Public,Company Limited by Shares,"5,000,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"RAGHAVENDRA KRUPA,BANASANKARINAGAR,KELERI ROAD DHARWAD Karnataka INDIA",Indian Non-Government Company
U00025KA1994PTC015202,07-02-1994,MYSORE POULTRY ASSOCIATES PRIVATE LIMITED,ACTIVE,Private,Company Limited by Shares,"500,000.00","250,000.00",Karnataka,RoC-Bangalore,NA,"363, BASEMENT FLOOR,SRI HARICOMPLEX, SITA VILAS ROAD, CHAMARAJA MOHALLA MYSORE-570024 Karnataka INDIA",Indian Non-Government Company
U00025KA1994PTC016100,19-08-1994,BANGALORE POULTRY SUPPLIERS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"150,000.00",200,Karnataka,RoC-Bangalore,NA,"7,R.K.PURAMGANDHI NAGAR,BANGALORE Karnataka INDIA",Indian Non-Government Company
U00025KA1994PTC016201,07-09-1994,SHAHEED HATCHERIES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"2,500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"45,7TH CROSS,5TH ROAD,NANDIDURG EXTN,BANGALORE BANGALORE Karnataka INDIA",Indian Non-Government Company
U00025KA1994PTC016229,13-09-1994,MUKAMBIKA POULTRY PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","5,000.00",Karnataka,RoC-Bangalore,NA,"TIKARE COMPLEX.BHAGAT SINGH ROAD,DHARWAD-1 DHARWAD Karnataka INDIA",Indian Non-Government Company
U00025KA1996PLC019567,05-01-1996,SHERICO AGROFARMS INTERNATIONAL LIMITED,STRIKE OFF,Public,Company Limited by Shares,"20,000,000.00","70,000.00",Karnataka,RoC-Bangalore,NA,"6, COMMANDERS PLACE, 1ST FLOORSAMPANGI TANK ROAD, RICHMOND CIRCLE,BANGALORE. Karnataka INDIA",Indian Non-Government Company
U00025KA1996PLC020144,25-03-1996,SHRI SUDARSHAN AGRO SPECIALITIES LIMITED,DORMANT,Public,Company Limited by Shares,"2,700,000.00","9,000.00",Karnataka,RoC-Bangalore,NA,"PLOT NO.265, 6TH CROSS,PHASE I, INDIRANAGAR, BANGALORE. BANGALORE Karnataka INDIA",Indian Non-Government Company
U00025KA1998PTC023810,04-06-1998,PCG FARMS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,700,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"21,LUMBINI,23/24,PALACE CROSS ROAD BANGALORE-20 BANGALORE Karnataka INDIA 560020",Indian Non-Government Company
U00026KA1983PTC005153,02-02-1983,AMIN TEXTILE PROCESSING INDUSTRIES PRIVATE LIMITED,DISSOLVED,Private,Company Limited by Shares,"100,000.00",NA,Karnataka,RoC-Bangalore,NA,"17-PRIMROSE ROAD,BANGALORE-25. C/O. O.L. B'LORE. VOL.92 PG: Karnataka INDIA",Indian Non-Government Company
U00026KA1984PTC006378,18-09-1984,HEESONS ENTERPRISE PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","150,000.00",Karnataka,RoC-Bangalore,NA,56/2DASARAHALII BANGALORE Bangalore Karnataka INDIA,Indian Non-Government Company
U00026KA1987PTC008374,20-05-1987,ROHINI PROCESSING PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00","45,000.00",Karnataka,RoC-Bangalore,NA,"D.NO.22 126, 28TH MAINJ.P.NAGAR, III PHASE, BANGALORE BANGALORE Karnataka INDIA",Indian Non-Government Company
U00026KA1987PTC008523,05-08-1987,KARNATAKA GARMENTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"400,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"7/1, RENUKA BUILDING, A.,M.LANE, CHICKPET BANGALORE LANE CHICKPET BANGALORE Karnataka INDIA",Indian Non-Government Company
U00026KA1987PTC008669,19-10-1987,GHATAPRABHA TEXTILE AND OIL PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,RNO 91/3 BELGAUM ROAD GOKAK GOKAK GOKAK Karnataka INDIA,Indian Non-Government Company
U00027KA1980PTC003944,16-09-1980,SHRI DHANALAKSHMI SERICULTURE INDUSTRY PRIVATE LIMITED,UNDER LIQUIDATION,Private,Company Limited by Shares,"100,000.00","100,000.00",Karnataka,RoC-Bangalore,NA,"142-1, K T STEEL FEST ,CHENNAPATNA CHENNAPATNA Karnataka INDIA",Indian Non-Government Company
U00027KA1988PTC009310,26-07-1988,ARVEE RESHEM PRODUCTS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"500,000.00","3,000.00",Karnataka,RoC-Bangalore,NA,"NO. 30, 2ND MAIN, 12TH CROSS,VIDYARANYAPURAM VIDYARANYAPURAM MYSORE Karnataka INDIA",Indian Non-Government Company
U00027KA1991PTC011577,17-01-1991,SRI SHIVA KIRAN SERCULTURE PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00",200,Karnataka,RoC-Bangalore,NA,"NO.4, EAGLE STREET, LANGFORDTOWN, SHANTHINAGAR, BANGALORE Karnataka INDIA 560027",Indian Non-Government Company
U00027KA1991PTC012011,03-06-1991,SRI JAGADEESWARA SERICULTURE PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",NA,Karnataka,RoC-Bangalore,NA,"NANDAGUDI, HOSKOTE TQ.,BANGALORE DIST. BANGALORE DIST. Karnataka INDIA",Indian Non-Government Company
U00027KA1991PTC012021,05-06-1991,SREE RAMA SERICULTURE PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",NA,Karnataka,RoC-Bangalore,NA,"BODAGUR, SUDLAGHATTA TALUK,KOLAR DIST. KARNATAKA. KOLAR DIST. KARNATAKA. Karnataka INDIA",Indian Non-Government Company
U00027KA1991PTC012113,10-07-1991,SRI GURUKRUPA SERICULTURE SERVICE PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"M.S.Temple Road, Madugiri Karnataka INDIA",Indian Non-Government Company
U00027KA1991PTC012301,09-09-1991,SEETHARAMIAH EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"4/15,5TH CROSS,CUBBON PET,BANGALORE-2. BANGALORE-2. Karnataka INDIA",Indian Non-Government Company
U00027KA1992PTC013040,08-04-1992,BHAKTHA SERICULTURE PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",300,Karnataka,RoC-Bangalore,NA,"BHAKTHARA HALLI, HOSAKOTE(TALUK) BANGALORE (DISTT.) BANGALORE Karnataka INDIA",Indian Non-Government Company
U00027KA1992PTC013633,21-10-1992,TIPPU SERICULTURAL DEVELOPMENT PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00","50,000.00",Karnataka,RoC-Bangalore,NA,P.O.KANAKALT.Q.B.BAGEWADI BIJAPUR BIJAPUR Karnataka INDIA,Indian Non-Government Company
U00027KA1992PTC013799,16-12-1992,JAGADISH SILK SEEDS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",Karnataka,RoC-Bangalore,NA,"43,M.C. LAY OUT17TH CCROSS,VIJAYA NAGAR BANGALORE Karnataka INDIA",Indian Non-Government Company
U00029KA1993PTC014875,15-11-1993,NUZHAT POULTRIES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,500,000.00","60,000.00",Karnataka,RoC-Bangalore,NA,"SHAHNAZ COMPLEXNIRESHWALYA ROAD,BUNDER MANGALORE Mangalore Karnataka INDIA 575001",Indian Non-Government Company
U00029KA1994PLC016524,9-11-1994,NAVEEN WATANBE AGRO-TECH LIMITED,STRIKE OFF,Public,Company Limited by Shares,"1,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"BHARATHI,229,4TH MAIN ROADI BLOCK,KORAMANGALA BANGALORE Karnataka INDIA 560034",Indian Non-Government Company
U00029KA1994PTC015182,03-02-1994,STEWART FLOWER FARMS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","10,000.00",Karnataka,RoC-Bangalore,NA,"601, TARA APARTMENTS, 132, INFANTRY ROAD BANGALORE. Karnataka INDIA",Indian Non-Government Company
U00029KA1994PTC016019,03-08-1994,SRI REVATHI FARMS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00","1,000.00",Karnataka,RoC-Bangalore,NA,"150,I FLOOR,3RD MAIN ROAD,8THCROSS,CHAMRAJPET BANGALORE BANGALORE Karnataka INDIA 560018",Indian Non-Government Company
U00029KA1994PTC016490,31-10-1994,KARAVALI AGRO FARMS PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"100,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"6,I FLOOR,LAXMI COMPLEXNEELIGIN ROAD HUBLI Karnataka INDIA",Indian Non-Government Company
U00029KA1995PTC016882,04-01-1995,EMERALD AGRITECH PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00",200,Karnataka,RoC-Bangalore,NA,"DYNAMATIC PARK, PEENYABANGALORE-560 058. BANGALORE Karnataka INDIA 560058",Indian Non-Government Company
U00029KA1995PTC016885,04-01-1995,UDAYANT ESTATES PRIVATE LIMITED,DORMANT,Private,Company Limited by Shares,"1,000,000.00",200,Karnataka,RoC-Bangalore,NA,"DYNAMATIC PARK, PEENYABANGALORE-560 058. Karnataka INDIA 560058",Indian Non-Government Company
U00029KA1995PTC016965,13-01-1995,HIMAGIRI TEAK PLANTATIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00",NA,Karnataka,RoC-Bangalore,NA,"194,KALA NILAYA,SUJATHA THEATRE,BANGALORE 560 057 BANGALORE Karnataka INDIA",Indian Non-Government Company
U00029KA1995PTC017030,24-01-1995,CHEMMANUR CASHEW PLANTATIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"400,000.00","9,000.00",Karnataka,RoC-Bangalore,NA,"J BLOCK, 1ST FLOOR, UNITY BLDGS, J.C. ROAD, BANGALORE Karnataka INDIA 560002",Indian Non-Government Company
U00029KA1995PTC017033,24-01-1995,CHEMMANUR CHILLY CROPS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"400,000.00",NA,Karnataka,RoC-Bangalore,NA,"J BLOCK, IST FLOOR,UNITY BUILDINGS. J.C. ROAD, BANGALORE 2 BANGALORE 2 Karnataka INDIA",Indian Non-Government Company
U00029KA1995PTC017042,25-01-1995,CHEMMANUR MANGO PLANTATIONS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"400,000.00","9,000.00",Karnataka,RoC-Bangalore,NA,"J BLOCK,I FLOOR,UNITY BUILDING,J.C. ROAD BANGALORE BANGALORE Karnataka INDIA 560001",Indian Non-Government Company
U00029KA1995PTC017043,25-01-1995,CHEMMANUR CASHEW FIELDS AND EXPORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"400,000.00","9,000.00",Karnataka,RoC-Bangalore,NA,"J BLOCK,I FLOOR,UNITY BUILDING, J.C.ROAD BANGALORE BANGALORE Karnataka INDIA 560002",Indian Non-Government Company
U00029KA1995PTC017064,30-01-1995,JAIN ORCHARDS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"2,500,000.00","20,000.00",Karnataka,RoC-Bangalore,NA,"NO. 52, VANIVILAS ROAD, BASAVANAGUDI BANGALORE Karnataka INDIA 560004",Indian Non-Government Company
U00029KA1995PTC019492,27-12-1995,HUBLI EGGS POULTRY FARM PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,500,000.00","2,000.00",Karnataka,RoC-Bangalore,NA,"FLORA MANSION,J.C.NAGARHUBLI-20 HUBLI.20 Karnataka INDIA",Indian Non-Government Company
U00029KA1996PTC020041,12-03-1996,MANGOLD PLANTATIONS AND RESORTS PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"500,000.00",NA,Karnataka,RoC-Bangalore,NA,"41, 7TH CROSS, CAMBRIDGELAYOUT, BANGALORE-8 LAYOUT, BANGALORE-8 Karnataka INDIA",Indian Non-Government Company
U00030KA1981SGC001424,30-06-1981,VISVESWARAYA IRON AND STEEL LIMTED,AMALGAMATED,Public,Company Limited by Shares,"3,000,000,000.00",NA,Karnataka,RoC-Bangalore,NA,Karnataka INDIA,State Government Company
U00033KA1946PLC000419,27-08-1946,THE BANGALORE KIP TANNERY LIMITED,STRIKE OFF,Public,Company Limited by Shares,"1,000.00",NA,Karnataka,RoC-Bangalore,NA,BANGALORE Karnataka INDIA 560001,Indian Non-Government Company
U00034KA1986PTC008074,30-12-1986,UMA -HAANI CABLES PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"100,000.00","100,000.00",Karnataka,RoC-Bangalore,NA,"NO.17, 5TH CROSS,CAMBRIDGE LAYOUT, ULSOOR, BANGALORE-6 ULSOOR BANGALORE Karnataka INDIA",Indian Non-Government Company
U00034KA1987PLC008611,24-09-1987,NUCOR WIRES LIMITED,UNDER LIQUIDATION,Public,Company Limited by Shares,"80,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"F3,ALPHINE ARCH,NO.8 LANGFORD ROAD, LANFORD TOWN, BANGALORE Karnataka INDIA 560025",Indian Non-Government Company
U00034KA1987PTC008610,24-09-1987,NUCOR WELD PRIVATE LIMITED,UNDER LIQUIDATION,Private,Company Limited by Shares,"32,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO.28, SAPNA PLAZA,NO.325, 5TH MAIN, GANGHINAGAR, BANGALORE - 9. GANGHINAGAR, BANGALORE - 9. Karnataka INDIA",Indian Non-Government Company
U00040KA1983PLC005232,23-03-1983,ENERGY DEVELOPMENT LIMITED,STRIKE OFF,Public,Company Limited by Shares,"10,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"NO.43,IIND FLOOR,DICKENSONROAD,BANGALORE ROAD,BANGALORE Karnataka INDIA",Indian Non-Government Company
U00040KA1985PLC006980,21-06-1985,M.S.R.POWER CORPORATION LIMITED,STRIKE OFF,Public,Company Limited by Shares,"30,000,000.00","500,000.00",Karnataka,RoC-Bangalore,NA,"GOKULA HOUSE,GOKULA ESTN.,BANGALORE-54. BANGALORE Karnataka INDIA 560054",Indian Non-Government Company
U00040KA1995PTC017616,18-04-1995,CAPTIVE POWER HIRING COMPANY PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",200,Karnataka,RoC-Bangalore,NA,"NO.24, K.H.ROAD, P.O.BOXNO. 2741, BANGALORE Karnataka INDIA 560027",Indian Non-Government Company
U00041KA1993PTC014942,19-11-1993,SEA HAWK PETRO IMPEX PRIVATE LIMITED,STRIKE OFF,Private,Company Limited by Shares,"1,000,000.00",NA,Karnataka,RoC-Bangalore,NA,"15,I CROSS,AECS II STAGESANJAYNAGAR,BANGALORE 560094 560094 Karnataka INDIA",Indian Non-Government Company
